congress,start_date,chamber,state_abbrev,party_code,bioname,bioguide_id,birthday,cmltv_cong,cmltv_chamber,age_days,age_years,generation,party_name
96,1979-01-03,House,CA,100,"Burton, Phillip",B001156,1926-06-01,9,9,19209,52.5913757700205,Greatest,Democratic Party
97,1981-01-03,House,CA,100,"Burton, Phillip",B001156,1926-06-01,10,10,19940,54.5927446954141,Greatest,Democratic Party
98,1983-01-03,House,CA,100,"Burton, Phillip",B001156,1926-06-01,11,11,20670,56.5913757700205,Greatest,Democratic Party
98,1983-01-03,House,CA,100,"Burton, Sala Galante",B001158,1925-04-01,1,1,21096,57.7577002053388,Greatest,Democratic Party
99,1985-01-03,House,CA,100,"Burton, Sala Galante",B001158,1925-04-01,2,2,21827,59.7590691307324,Greatest,Democratic Party
100,1987-01-03,House,CA,100,"Burton, Sala Galante",B001158,1925-04-01,3,3,22557,61.7577002053388,Greatest,Democratic Party
67,1921-03-04,House,OH,200,"Burton, Theodore Elijah",B001159,1851-12-20,12,9,25276,69.201916495551,Progressive,Republican Party
68,1923-03-04,House,OH,200,"Burton, Theodore Elijah",B001159,1851-12-20,13,10,26006,71.2005475701574,Progressive,Republican Party
69,1925-03-04,House,OH,200,"Burton, Theodore Elijah",B001159,1851-12-20,14,11,26737,73.201916495551,Progressive,Republican Party
70,1927-03-04,House,OH,200,"Burton, Theodore Elijah",B001159,1851-12-20,15,12,27467,75.2005475701574,Progressive,Republican Party
71,1929-03-04,Senate,OH,200,"Burton, Theodore Elijah",B001159,1851-12-20,16,4,28198,77.201916495551,Progressive,Republican Party
78,1943-01-03,House,IL,200,"Busbey, Fred Ernst",B001161,1895-02-08,1,1,17495,47.8986995208761,Lost,Republican Party
80,1947-01-03,House,IL,200,"Busbey, Fred Ernst",B001161,1895-02-08,2,2,18956,51.8986995208761,Lost,Republican Party
82,1951-01-03,House,IL,200,"Busbey, Fred Ernst",B001161,1895-02-08,3,3,20417,55.8986995208761,Lost,Republican Party
83,1953-01-03,House,IL,200,"Busbey, Fred Ernst",B001161,1895-02-08,4,4,21148,57.9000684462697,Lost,Republican Party
68,1923-03-04,House,MS,100,"Busby, Thomas Jefferson",B001163,1884-07-26,1,1,14099,38.6009582477755,Lost,Democratic Party
69,1925-03-04,House,MS,100,"Busby, Thomas Jefferson",B001163,1884-07-26,2,2,14830,40.6023271731691,Lost,Democratic Party
70,1927-03-04,House,MS,100,"Busby, Thomas Jefferson",B001163,1884-07-26,3,3,15560,42.6009582477755,Lost,Democratic Party
71,1929-03-04,House,MS,100,"Busby, Thomas Jefferson",B001163,1884-07-26,4,4,16291,44.6023271731691,Lost,Democratic Party
72,1931-03-04,House,MS,100,"Busby, Thomas Jefferson",B001163,1884-07-26,5,5,17021,46.6009582477755,Lost,Democratic Party
73,1933-03-04,House,MS,100,"Busby, Thomas Jefferson",B001163,1884-07-26,6,6,17752,48.6023271731691,Lost,Democratic Party
82,1951-01-03,House,PA,200,"Bush, Alvin Ray",B001165,1893-06-04,1,1,21031,57.5797399041752,Lost,Republican Party
83,1953-01-03,House,PA,200,"Bush, Alvin Ray",B001165,1893-06-04,2,2,21762,59.5811088295688,Lost,Republican Party
84,1955-01-03,House,PA,200,"Bush, Alvin Ray",B001165,1893-06-04,3,3,22492,61.5797399041752,Lost,Republican Party
85,1957-01-03,House,PA,200,"Bush, Alvin Ray",B001165,1893-06-04,4,4,23223,63.5811088295688,Lost,Republican Party
86,1959-01-03,House,PA,200,"Bush, Alvin Ray",B001165,1893-06-04,5,5,23953,65.5797399041752,Lost,Republican Party
90,1967-01-03,House,TX,200,"Bush, George Herbert Walker",B001166,1924-06-12,1,1,15545,42.5598904859685,Greatest,Republican Party
91,1969-01-03,House,TX,200,"Bush, George Herbert Walker",B001166,1924-06-12,2,2,16276,44.5612594113621,Greatest,Republican Party
82,1951-01-03,Senate,CT,200,"Bush, Prescott Sheldon",B001167,1895-05-15,1,1,20321,55.6358658453114,Lost,Republican Party
83,1953-01-03,Senate,CT,200,"Bush, Prescott Sheldon",B001167,1895-05-15,2,2,21052,57.637234770705,Lost,Republican Party
84,1955-01-03,Senate,CT,200,"Bush, Prescott Sheldon",B001167,1895-05-15,3,3,21782,59.6358658453114,Lost,Republican Party
85,1957-01-03,Senate,CT,200,"Bush, Prescott Sheldon",B001167,1895-05-15,4,4,22513,61.637234770705,Lost,Republican Party
86,1959-01-03,Senate,CT,200,"Bush, Prescott Sheldon",B001167,1895-05-15,5,5,23243,63.6358658453114,Lost,Republican Party
87,1961-01-03,Senate,CT,200,"Bush, Prescott Sheldon",B001167,1895-05-15,6,6,23974,65.637234770705,Lost,Republican Party
78,1943-01-03,Senate,SD,200,"Bushfield, Harlan John",B001168,1882-08-06,1,1,22064,60.4079397672827,Missionary,Republican Party
79,1945-01-03,Senate,SD,200,"Bushfield, Harlan John",B001168,1882-08-06,2,2,22795,62.4093086926762,Missionary,Republican Party
80,1947-01-03,Senate,SD,200,"Bushfield, Harlan John",B001168,1882-08-06,3,3,23525,64.4079397672827,Missionary,Republican Party
80,1947-01-03,Senate,SD,200,"Bushfield, Vera Cahalan",B001169,1889-08-09,1,1,20965,57.3990417522245,Lost,Republican Party
70,1927-03-04,House,PA,200,"Bushong, Robert Grey",B001171,1883-06-10,1,1,15972,43.7289527720739,Lost,Republican Party
99,1985-01-03,House,TX,100,"Bustamante, Albert G.",B001172,1935-04-08,1,1,18168,49.741273100616,Silent,Democratic Party
100,1987-01-03,House,TX,100,"Bustamante, Albert G.",B001172,1935-04-08,2,2,18898,51.7399041752224,Silent,Democratic Party
101,1989-01-03,House,TX,100,"Bustamante, Albert G.",B001172,1935-04-08,3,3,19629,53.741273100616,Silent,Democratic Party
102,1991-01-03,House,TX,100,"Bustamante, Albert G.",B001172,1935-04-08,4,4,20359,55.7399041752224,Silent,Democratic Party
77,1941-01-03,Senate,NE,200,"Butler, Hugh Alfred",B001177,1878-02-28,1,1,22954,62.8446269678303,Missionary,Republican Party
78,1943-01-03,Senate,NE,200,"Butler, Hugh Alfred",B001177,1878-02-28,2,2,23684,64.8432580424367,Missionary,Republican Party
79,1945-01-03,Senate,NE,200,"Butler, Hugh Alfred",B001177,1878-02-28,3,3,24415,66.8446269678303,Missionary,Republican Party
80,1947-01-03,Senate,NE,200,"Butler, Hugh Alfred",B001177,1878-02-28,4,4,25145,68.8432580424367,Missionary,Republican Party
81,1949-01-03,Senate,NE,200,"Butler, Hugh Alfred",B001177,1878-02-28,5,5,25876,70.8446269678303,Missionary,Republican Party
82,1951-01-03,Senate,NE,200,"Butler, Hugh Alfred",B001177,1878-02-28,6,6,26606,72.8432580424367,Missionary,Republican Party
83,1953-01-03,Senate,NE,200,"Butler, Hugh Alfred",B001177,1878-02-28,7,7,27337,74.8446269678303,Missionary,Republican Party
77,1941-01-03,House,NY,200,"Butler, John Cornelius",B001179,1887-07-02,1,1,19543,53.5058179329227,Lost,Republican Party
78,1943-01-03,House,NY,200,"Butler, John Cornelius",B001179,1887-07-02,2,2,20273,55.5044490075291,Lost,Republican Party
79,1945-01-03,House,NY,200,"Butler, John Cornelius",B001179,1887-07-02,3,3,21004,57.5058179329227,Lost,Republican Party
80,1947-01-03,House,NY,200,"Butler, John Cornelius",B001179,1887-07-02,4,4,21734,59.5044490075291,Lost,Republican Party
82,1951-01-03,House,NY,200,"Butler, John Cornelius",B001179,1887-07-02,5,5,23195,63.5044490075291,Lost,Republican Party
82,1951-01-03,Senate,MD,200,"Butler, John Marshall",B001180,1897-07-21,1,1,19523,53.45106091718,Lost,Republican Party
83,1953-01-03,Senate,MD,200,"Butler, John Marshall",B001180,1897-07-21,2,2,20254,55.4524298425736,Lost,Republican Party
84,1955-01-03,Senate,MD,200,"Butler, John Marshall",B001180,1897-07-21,3,3,20984,57.45106091718,Lost,Republican Party
85,1957-01-03,Senate,MD,200,"Butler, John Marshall",B001180,1897-07-21,4,4,21715,59.4524298425736,Lost,Republican Party
86,1959-01-03,Senate,MD,200,"Butler, John Marshall",B001180,1897-07-21,5,5,22445,61.45106091718,Lost,Republican Party
87,1961-01-03,Senate,MD,200,"Butler, John Marshall",B001180,1897-07-21,6,6,23176,63.4524298425736,Lost,Republican Party
92,1971-01-03,House,VA,200,"Butler, Manley Caldwell",B001182,1925-06-02,1,1,16651,45.5879534565366,Greatest,Republican Party
93,1973-01-03,House,VA,200,"Butler, Manley Caldwell",B001182,1925-06-02,2,2,17382,47.5893223819302,Greatest,Republican Party
94,1975-01-03,House,VA,200,"Butler, Manley Caldwell",B001182,1925-06-02,3,3,18112,49.5879534565366,Greatest,Republican Party
95,1977-01-03,House,VA,200,"Butler, Manley Caldwell",B001182,1925-06-02,4,4,18843,51.5893223819302,Greatest,Republican Party
96,1979-01-03,House,VA,200,"Butler, Manley Caldwell",B001182,1925-06-02,5,5,19573,53.5879534565366,Greatest,Republican Party
97,1981-01-03,House,VA,200,"Butler, Manley Caldwell",B001182,1925-06-02,6,6,20304,55.5893223819302,Greatest,Republican Party
70,1927-03-04,House,OR,200,"Butler, Robert Reyburn",B001187,1881-09-24,1,1,16596,45.4373716632444,Missionary,Republican Party
71,1929-03-04,House,OR,200,"Butler, Robert Reyburn",B001187,1881-09-24,2,2,17327,47.4387405886379,Missionary,Republican Party
72,1931-03-04,House,OR,200,"Butler, Robert Reyburn",B001187,1881-09-24,3,3,18057,49.4373716632444,Missionary,Republican Party
66,1919-03-04,House,PA,200,"Butler, Thomas Stalker",B001192,1855-11-04,12,12,23130,63.3264887063655,Progressive,Republican Party
67,1921-03-04,House,PA,200,"Butler, Thomas Stalker",B001192,1855-11-04,13,13,23861,65.3278576317591,Progressive,Republican Party
68,1923-03-04,House,PA,200,"Butler, Thomas Stalker",B001192,1855-11-04,14,14,24591,67.3264887063655,Progressive,Republican Party
69,1925-03-04,House,PA,200,"Butler, Thomas Stalker",B001192,1855-11-04,15,15,25322,69.3278576317591,Progressive,Republican Party
70,1927-03-04,House,PA,200,"Butler, Thomas Stalker",B001192,1855-11-04,16,16,26052,71.3264887063655,Progressive,Republican Party
68,1923-03-04,Senate,MA,200,"Butler, William Morgan",B001196,1861-01-29,1,1,22678,62.0889801505818,Missionary,Republican Party
69,1925-03-04,Senate,MA,200,"Butler, William Morgan",B001196,1861-01-29,2,2,23409,64.0903490759754,Missionary,Republican Party
90,1967-01-03,House,NY,200,"Button, Daniel Evan",B001201,1917-11-01,1,1,17960,49.1718001368925,Greatest,Republican Party
91,1969-01-03,House,NY,200,"Button, Daniel Evan",B001201,1917-11-01,2,2,18691,51.1731690622861,Greatest,Republican Party
103,1993-01-03,House,IN,200,"Buyer, Stephen Earle",B001203,1958-11-26,1,1,12457,34.1054072553046,Boomers,Republican Party
104,1995-01-03,House,IN,200,"Buyer, Stephen Earle",B001203,1958-11-26,2,2,13187,36.104038329911,Boomers,Republican Party
105,1997-01-03,House,IN,200,"Buyer, Stephen Earle",B001203,1958-11-26,3,3,13918,38.1054072553046,Boomers,Republican Party
106,1999-01-03,House,IN,200,"Buyer, Stephen Earle",B001203,1958-11-26,4,4,14648,40.104038329911,Boomers,Republican Party
107,2001-01-03,House,IN,200,"Buyer, Stephen Earle",B001203,1958-11-26,5,5,15379,42.1054072553046,Boomers,Republican Party
108,2003-01-03,House,IN,200,"Buyer, Stephen Earle",B001203,1958-11-26,6,6,16109,44.104038329911,Boomers,Republican Party
109,2005-01-03,House,IN,200,"Buyer, Stephen Earle",B001203,1958-11-26,7,7,16840,46.1054072553046,Boomers,Republican Party
110,2007-01-03,House,IN,200,"Buyer, Stephen Earle",B001203,1958-11-26,8,8,17570,48.104038329911,Boomers,Republican Party
111,2009-01-03,House,IN,200,"Buyer, Stephen Earle",B001203,1958-11-26,9,9,18301,50.1054072553046,Boomers,Republican Party
76,1939-01-03,House,MD,100,"Byron, William Devereux",B001206,1895-05-15,1,1,15938,43.6358658453114,Lost,Democratic Party
77,1941-01-03,House,MD,100,"Byron, William Devereux",B001206,1895-05-15,2,2,16669,45.637234770705,Lost,Democratic Party
73,1933-03-04,Senate,VA,100,"Byrd, Harry Flood",B001208,1887-06-10,1,1,16703,45.7303216974675,Lost,Democratic Party
74,1935-01-03,Senate,VA,100,"Byrd, Harry Flood",B001208,1887-06-10,2,2,17373,47.564681724846,Lost,Democratic Party
75,1937-01-03,Senate,VA,100,"Byrd, Harry Flood",B001208,1887-06-10,3,3,18104,49.5660506502396,Lost,Democratic Party
76,1939-01-03,Senate,VA,100,"Byrd, Harry Flood",B001208,1887-06-10,4,4,18834,51.564681724846,Lost,Democratic Party
77,1941-01-03,Senate,VA,100,"Byrd, Harry Flood",B001208,1887-06-10,5,5,19565,53.5660506502396,Lost,Democratic Party
78,1943-01-03,Senate,VA,100,"Byrd, Harry Flood",B001208,1887-06-10,6,6,20295,55.564681724846,Lost,Democratic Party
79,1945-01-03,Senate,VA,100,"Byrd, Harry Flood",B001208,1887-06-10,7,7,21026,57.5660506502396,Lost,Democratic Party
80,1947-01-03,Senate,VA,100,"Byrd, Harry Flood",B001208,1887-06-10,8,8,21756,59.564681724846,Lost,Democratic Party
81,1949-01-03,Senate,VA,100,"Byrd, Harry Flood",B001208,1887-06-10,9,9,22487,61.5660506502396,Lost,Democratic Party
82,1951-01-03,Senate,VA,100,"Byrd, Harry Flood",B001208,1887-06-10,10,10,23217,63.564681724846,Lost,Democratic Party
83,1953-01-03,Senate,VA,100,"Byrd, Harry Flood",B001208,1887-06-10,11,11,23948,65.5660506502396,Lost,Democratic Party
84,1955-01-03,Senate,VA,100,"Byrd, Harry Flood",B001208,1887-06-10,12,12,24678,67.564681724846,Lost,Democratic Party
85,1957-01-03,Senate,VA,100,"Byrd, Harry Flood",B001208,1887-06-10,13,13,25409,69.5660506502396,Lost,Democratic Party
86,1959-01-03,Senate,VA,100,"Byrd, Harry Flood",B001208,1887-06-10,14,14,26139,71.564681724846,Lost,Democratic Party
87,1961-01-03,Senate,VA,100,"Byrd, Harry Flood",B001208,1887-06-10,15,15,26870,73.5660506502396,Lost,Democratic Party
88,1963-01-03,Senate,VA,100,"Byrd, Harry Flood",B001208,1887-06-10,16,16,27600,75.564681724846,Lost,Democratic Party
89,1965-01-03,Senate,VA,100,"Byrd, Harry Flood",B001208,1887-06-10,17,17,28331,77.5660506502396,Lost,Democratic Party
89,1965-01-03,Senate,VA,100,"Byrd, Harry Flood, Jr.",B001209,1914-12-20,1,1,18277,50.0396988364134,Greatest,Democratic Party
90,1967-01-03,Senate,VA,100,"Byrd, Harry Flood, Jr.",B001209,1914-12-20,2,2,19007,52.0383299110199,Greatest,Democratic Party
91,1969-01-03,Senate,VA,100,"Byrd, Harry Flood, Jr.",B001209,1914-12-20,3,3,19738,54.0396988364134,Greatest,Democratic Party
92,1971-01-03,Senate,VA,328,"Byrd, Harry Flood, Jr.",B001209,1914-12-20,4,4,20468,56.0383299110199,Greatest,Independent
93,1973-01-03,Senate,VA,328,"Byrd, Harry Flood, Jr.",B001209,1914-12-20,5,5,21199,58.0396988364134,Greatest,Independent
94,1975-01-03,Senate,VA,328,"Byrd, Harry Flood, Jr.",B001209,1914-12-20,6,6,21929,60.0383299110199,Greatest,Independent
95,1977-01-03,Senate,VA,328,"Byrd, Harry Flood, Jr.",B001209,1914-12-20,7,7,22660,62.0396988364134,Greatest,Independent
96,1979-01-03,Senate,VA,328,"Byrd, Harry Flood, Jr.",B001209,1914-12-20,8,8,23390,64.0383299110198,Greatest,Independent
97,1981-01-03,Senate,VA,328,"Byrd, Harry Flood, Jr.",B001209,1914-12-20,9,9,24121,66.0396988364134,Greatest,Independent
83,1953-01-03,House,WV,100,"Byrd, Robert Carlyle",B001210,1917-11-20,1,1,12828,35.1211498973306,Greatest,Democratic Party
84,1955-01-03,House,WV,100,"Byrd, Robert Carlyle",B001210,1917-11-20,2,2,13558,37.119780971937,Greatest,Democratic Party
85,1957-01-03,House,WV,100,"Byrd, Robert Carlyle",B001210,1917-11-20,3,3,14289,39.1211498973306,Greatest,Democratic Party
86,1959-01-03,Senate,WV,100,"Byrd, Robert Carlyle",B001210,1917-11-20,4,1,15019,41.119780971937,Greatest,Democratic Party
87,1961-01-03,Senate,WV,100,"Byrd, Robert Carlyle",B001210,1917-11-20,5,2,15750,43.1211498973306,Greatest,Democratic Party
88,1963-01-03,Senate,WV,100,"Byrd, Robert Carlyle",B001210,1917-11-20,6,3,16480,45.119780971937,Greatest,Democratic Party
89,1965-01-03,Senate,WV,100,"Byrd, Robert Carlyle",B001210,1917-11-20,7,4,17211,47.1211498973306,Greatest,Democratic Party
90,1967-01-03,Senate,WV,100,"Byrd, Robert Carlyle",B001210,1917-11-20,8,5,17941,49.119780971937,Greatest,Democratic Party
91,1969-01-03,Senate,WV,100,"Byrd, Robert Carlyle",B001210,1917-11-20,9,6,18672,51.1211498973306,Greatest,Democratic Party
92,1971-01-03,Senate,WV,100,"Byrd, Robert Carlyle",B001210,1917-11-20,10,7,19402,53.119780971937,Greatest,Democratic Party
93,1973-01-03,Senate,WV,100,"Byrd, Robert Carlyle",B001210,1917-11-20,11,8,20133,55.1211498973306,Greatest,Democratic Party
94,1975-01-03,Senate,WV,100,"Byrd, Robert Carlyle",B001210,1917-11-20,12,9,20863,57.119780971937,Greatest,Democratic Party
95,1977-01-03,Senate,WV,100,"Byrd, Robert Carlyle",B001210,1917-11-20,13,10,21594,59.1211498973306,Greatest,Democratic Party
96,1979-01-03,Senate,WV,100,"Byrd, Robert Carlyle",B001210,1917-11-20,14,11,22324,61.119780971937,Greatest,Democratic Party
97,1981-01-03,Senate,WV,100,"Byrd, Robert Carlyle",B001210,1917-11-20,15,12,23055,63.1211498973306,Greatest,Democratic Party
98,1983-01-03,Senate,WV,100,"Byrd, Robert Carlyle",B001210,1917-11-20,16,13,23785,65.119780971937,Greatest,Democratic Party
99,1985-01-03,Senate,WV,100,"Byrd, Robert Carlyle",B001210,1917-11-20,17,14,24516,67.1211498973306,Greatest,Democratic Party
100,1987-01-03,Senate,WV,100,"Byrd, Robert Carlyle",B001210,1917-11-20,18,15,25246,69.119780971937,Greatest,Democratic Party
101,1989-01-03,Senate,WV,100,"Byrd, Robert Carlyle",B001210,1917-11-20,19,16,25977,71.1211498973306,Greatest,Democratic Party
102,1991-01-03,Senate,WV,100,"Byrd, Robert Carlyle",B001210,1917-11-20,20,17,26707,73.119780971937,Greatest,Democratic Party
103,1993-01-03,Senate,WV,100,"Byrd, Robert Carlyle",B001210,1917-11-20,21,18,27438,75.1211498973306,Greatest,Democratic Party
104,1995-01-03,Senate,WV,100,"Byrd, Robert Carlyle",B001210,1917-11-20,22,19,28168,77.119780971937,Greatest,Democratic Party
105,1997-01-03,Senate,WV,100,"Byrd, Robert Carlyle",B001210,1917-11-20,23,20,28899,79.1211498973306,Greatest,Democratic Party
106,1999-01-03,Senate,WV,100,"Byrd, Robert Carlyle",B001210,1917-11-20,24,21,29629,81.119780971937,Greatest,Democratic Party
107,2001-01-03,Senate,WV,100,"Byrd, Robert Carlyle",B001210,1917-11-20,25,22,30360,83.1211498973306,Greatest,Democratic Party
108,2003-01-03,Senate,WV,100,"Byrd, Robert Carlyle",B001210,1917-11-20,26,23,31090,85.119780971937,Greatest,Democratic Party
109,2005-01-03,Senate,WV,100,"Byrd, Robert Carlyle",B001210,1917-11-20,27,24,31821,87.1211498973306,Greatest,Democratic Party
110,2007-01-03,Senate,WV,100,"Byrd, Robert Carlyle",B001210,1917-11-20,28,25,32551,89.119780971937,Greatest,Democratic Party
111,2009-01-03,Senate,WV,100,"Byrd, Robert Carlyle",B001210,1917-11-20,29,26,33282,91.1211498973306,Greatest,Democratic Party
85,1957-01-03,House,IL,200,"Byrne, Emmet Francis",B001211,1896-12-06,1,1,21942,60.0739219712526,Lost,Republican Party
83,1953-01-03,House,PA,100,"Byrne, James Aloysius",B001212,1906-06-22,1,1,16997,46.5352498288843,Greatest,Democratic Party
84,1955-01-03,House,PA,100,"Byrne, James Aloysius",B001212,1906-06-22,2,2,17727,48.5338809034908,Greatest,Democratic Party
85,1957-01-03,House,PA,100,"Byrne, James Aloysius",B001212,1906-06-22,3,3,18458,50.5352498288843,Greatest,Democratic Party
86,1959-01-03,House,PA,100,"Byrne, James Aloysius",B001212,1906-06-22,4,4,19188,52.5338809034908,Greatest,Democratic Party
87,1961-01-03,House,PA,100,"Byrne, James Aloysius",B001212,1906-06-22,5,5,19919,54.5352498288843,Greatest,Democratic Party
88,1963-01-03,House,PA,100,"Byrne, James Aloysius",B001212,1906-06-22,6,6,20649,56.5338809034908,Greatest,Democratic Party
89,1965-01-03,House,PA,100,"Byrne, James Aloysius",B001212,1906-06-22,7,7,21380,58.5352498288843,Greatest,Democratic Party
90,1967-01-03,House,PA,100,"Byrne, James Aloysius",B001212,1906-06-22,8,8,22110,60.5338809034908,Greatest,Democratic Party
91,1969-01-03,House,PA,100,"Byrne, James Aloysius",B001212,1906-06-22,9,9,22841,62.5352498288843,Greatest,Democratic Party
92,1971-01-03,House,PA,100,"Byrne, James Aloysius",B001212,1906-06-22,10,10,23571,64.5338809034908,Greatest,Democratic Party
103,1993-01-03,House,VA,100,"Byrne, Leslie Larkin",B001213,1946-10-27,1,1,16870,46.1875427789185,Boomers,Democratic Party
75,1937-01-03,House,NY,100,"Byrne, William Thomas",B001214,1876-03-06,1,1,22217,60.8268309377139,Missionary,Democratic Party
76,1939-01-03,House,NY,100,"Byrne, William Thomas",B001214,1876-03-06,2,2,22947,62.8254620123203,Missionary,Democratic Party
77,1941-01-03,House,NY,100,"Byrne, William Thomas",B001214,1876-03-06,3,3,23678,64.8268309377139,Missionary,Democratic Party
78,1943-01-03,House,NY,100,"Byrne, William Thomas",B001214,1876-03-06,4,4,24408,66.8254620123203,Missionary,Democratic Party
79,1945-01-03,House,NY,100,"Byrne, William Thomas",B001214,1876-03-06,5,5,25139,68.8268309377139,Missionary,Democratic Party
80,1947-01-03,House,NY,100,"Byrne, William Thomas",B001214,1876-03-06,6,6,25869,70.8254620123203,Missionary,Democratic Party
81,1949-01-03,House,NY,100,"Byrne, William Thomas",B001214,1876-03-06,7,7,26600,72.8268309377139,Missionary,Democratic Party
82,1951-01-03,House,NY,100,"Byrne, William Thomas",B001214,1876-03-06,8,8,27330,74.8254620123203,Missionary,Democratic Party
66,1919-03-04,House,SC,100,"Byrnes, James Francis",B001215,1882-05-02,5,5,13454,36.8350444900753,Missionary,Democratic Party
67,1921-03-04,House,SC,100,"Byrnes, James Francis",B001215,1882-05-02,6,6,14185,38.8364134154689,Missionary,Democratic Party
68,1923-03-04,House,SC,100,"Byrnes, James Francis",B001215,1882-05-02,7,7,14915,40.8350444900753,Missionary,Democratic Party
72,1931-03-04,Senate,SC,100,"Byrnes, James Francis",B001215,1882-05-02,8,1,17837,48.8350444900753,Missionary,Democratic Party
73,1933-03-04,Senate,SC,100,"Byrnes, James Francis",B001215,1882-05-02,9,2,18568,50.8364134154689,Missionary,Democratic Party
74,1935-01-03,Senate,SC,100,"Byrnes, James Francis",B001215,1882-05-02,10,3,19238,52.6707734428474,Missionary,Democratic Party
75,1937-01-03,Senate,SC,100,"Byrnes, James Francis",B001215,1882-05-02,11,4,19969,54.6721423682409,Missionary,Democratic Party
76,1939-01-03,Senate,SC,100,"Byrnes, James Francis",B001215,1882-05-02,12,5,20699,56.6707734428474,Missionary,Democratic Party
77,1941-01-03,Senate,SC,100,"Byrnes, James Francis",B001215,1882-05-02,13,6,21430,58.6721423682409,Missionary,Democratic Party
79,1945-01-03,House,WI,200,"Byrnes, John William",B001216,1913-06-12,1,1,11528,31.5619438740589,Greatest,Republican Party
80,1947-01-03,House,WI,200,"Byrnes, John William",B001216,1913-06-12,2,2,12258,33.5605749486653,Greatest,Republican Party
81,1949-01-03,House,WI,200,"Byrnes, John William",B001216,1913-06-12,3,3,12989,35.5619438740589,Greatest,Republican Party
82,1951-01-03,House,WI,200,"Byrnes, John William",B001216,1913-06-12,4,4,13719,37.5605749486653,Greatest,Republican Party
83,1953-01-03,House,WI,200,"Byrnes, John William",B001216,1913-06-12,5,5,14450,39.5619438740589,Greatest,Republican Party
84,1955-01-03,House,WI,200,"Byrnes, John William",B001216,1913-06-12,6,6,15180,41.5605749486653,Greatest,Republican Party
85,1957-01-03,House,WI,200,"Byrnes, John William",B001216,1913-06-12,7,7,15911,43.5619438740589,Greatest,Republican Party
86,1959-01-03,House,WI,200,"Byrnes, John William",B001216,1913-06-12,8,8,16641,45.5605749486653,Greatest,Republican Party
87,1961-01-03,House,WI,200,"Byrnes, John William",B001216,1913-06-12,9,9,17372,47.5619438740589,Greatest,Republican Party
88,1963-01-03,House,WI,200,"Byrnes, John William",B001216,1913-06-12,10,10,18102,49.5605749486653,Greatest,Republican Party
89,1965-01-03,House,WI,200,"Byrnes, John William",B001216,1913-06-12,11,11,18833,51.5619438740589,Greatest,Republican Party
90,1967-01-03,House,WI,200,"Byrnes, John William",B001216,1913-06-12,12,12,19563,53.5605749486653,Greatest,Republican Party
91,1969-01-03,House,WI,200,"Byrnes, John William",B001216,1913-06-12,13,13,20294,55.5619438740589,Greatest,Republican Party
92,1971-01-03,House,WI,200,"Byrnes, John William",B001216,1913-06-12,14,14,21024,57.5605749486653,Greatest,Republican Party
66,1919-03-04,House,TN,100,"Byrns, Joseph Wellington",B001217,1869-07-20,6,6,18123,49.6180698151951,Missionary,Democratic Party
67,1921-03-04,House,TN,100,"Byrns, Joseph Wellington",B001217,1869-07-20,7,7,18854,51.6194387405886,Missionary,Democratic Party
68,1923-03-04,House,TN,100,"Byrns, Joseph Wellington",B001217,1869-07-20,8,8,19584,53.6180698151951,Missionary,Democratic Party
69,1925-03-04,House,TN,100,"Byrns, Joseph Wellington",B001217,1869-07-20,9,9,20315,55.6194387405886,Missionary,Democratic Party
70,1927-03-04,House,TN,100,"Byrns, Joseph Wellington",B001217,1869-07-20,10,10,21045,57.6180698151951,Missionary,Democratic Party
71,1929-03-04,House,TN,100,"Byrns, Joseph Wellington",B001217,1869-07-20,11,11,21776,59.6194387405886,Missionary,Democratic Party
72,1931-03-04,House,TN,100,"Byrns, Joseph Wellington",B001217,1869-07-20,12,12,22506,61.6180698151951,Missionary,Democratic Party
73,1933-03-04,House,TN,100,"Byrns, Joseph Wellington",B001217,1869-07-20,13,13,23237,63.6194387405886,Missionary,Democratic Party
74,1935-01-03,House,TN,100,"Byrns, Joseph Wellington",B001217,1869-07-20,14,14,23907,65.4537987679671,Missionary,Democratic Party
76,1939-01-03,House,TN,100,"Byrns, Joseph Wellington, Jr.",B001218,1903-08-15,1,1,12925,35.3867214236824,Greatest,Democratic Party
96,1979-01-03,House,MD,100,"Byron, Beverly Barton Butcher",B001220,1932-07-27,1,1,16961,46.4366872005476,Silent,Democratic Party
97,1981-01-03,House,MD,100,"Byron, Beverly Barton Butcher",B001220,1932-07-27,2,2,17692,48.4380561259411,Silent,Democratic Party
98,1983-01-03,House,MD,100,"Byron, Beverly Barton Butcher",B001220,1932-07-27,3,3,18422,50.4366872005476,Silent,Democratic Party
99,1985-01-03,House,MD,100,"Byron, Beverly Barton Butcher",B001220,1932-07-27,4,4,19153,52.4380561259411,Silent,Democratic Party
100,1987-01-03,House,MD,100,"Byron, Beverly Barton Butcher",B001220,1932-07-27,5,5,19883,54.4366872005476,Silent,Democratic Party
101,1989-01-03,House,MD,100,"Byron, Beverly Barton Butcher",B001220,1932-07-27,6,6,20614,56.4380561259411,Silent,Democratic Party
102,1991-01-03,House,MD,100,"Byron, Beverly Barton Butcher",B001220,1932-07-27,7,7,21344,58.4366872005476,Silent,Democratic Party
92,1971-01-03,House,MD,100,"Byron, Goodloe Edgar",B001221,1929-06-22,1,1,15170,41.533196440794,Silent,Democratic Party
